sku_id,stock_level,last_updated,warehouse_location
SKU_005349,624,2025-08-07 15:11:50.963632,North
SKU_005350,196,2025-08-07 20:11:50.963665,West
SKU_005351,0,2025-08-08 05:11:50.963698,Central
SKU_005352,783,2025-08-08 00:11:50.963731,Central
SKU_005353,401,2025-08-07 14:11:50.963770,West
SKU_005354,0,2025-08-07 22:11:50.963804,South
SKU_005355,335,2025-08-07 13:11:50.963836,West
SKU_005356,535,2025-08-07 17:11:50.963868,South
SKU_005357,724,2025-08-08 08:11:50.963901,North
SKU_005358,177,2025-08-07 22:11:50.963933,East
SKU_005359,348,2025-08-07 13:11:50.963966,Central
SKU_005360,367,2025-08-08 10:11:50.963998,Central
SKU_005361,750,2025-08-08 03:11:50.964030,West
SKU_005362,739,2025-08-07 22:11:50.964061,East
SKU_005363,349,2025-08-08 11:11:50.964093,North
SKU_005364,0,2025-08-08 01:11:50.964124,East
SKU_005365,416,2025-08-07 21:11:50.964156,South
SKU_005366,279,2025-08-08 06:11:50.964188,North
SKU_005367,844,2025-08-07 14:11:50.964220,West
SKU_005368,758,2025-08-07 18:11:50.964251,West
SKU_005369,0,2025-08-08 11:11:50.964285,East
SKU_005370,119,2025-08-07 12:11:50.964320,East
SKU_005371,991,2025-08-08 00:11:50.964351,Central
SKU_005372,13,2025-08-08 10:11:50.964384,Central
SKU_005373,780,2025-08-07 21:11:50.964416,South
SKU_005374,273,2025-08-08 06:11:50.964448,East
SKU_005375,304,2025-08-07 21:11:50.964480,East
SKU_005376,704,2025-08-07 13:11:50.964517,North
SKU_005377,129,2025-08-08 04:11:50.964729,East
SKU_005378,397,2025-08-08 08:11:50.965054,Central
SKU_005379,163,2025-08-07 19:11:50.965413,Central
SKU_005380,50,2025-08-07 20:11:50.965476,North
SKU_005381,637,2025-08-07 11:11:50.965514,West
SKU_005382,998,2025-08-08 06:11:50.965549,North
SKU_005383,432,2025-08-07 23:11:50.965595,East
SKU_005384,426,2025-08-07 23:11:50.965646,Central
SKU_005385,106,2025-08-07 11:11:50.965681,Central
SKU_005386,890,2025-08-07 17:11:50.965716,West
SKU_005387,477,2025-08-08 01:11:50.965753,East
SKU_005388,532,2025-08-08 10:11:50.965786,North
SKU_005389,481,2025-08-07 23:11:50.965820,Central
SKU_005390,922,2025-08-08 00:11:50.965869,Central
SKU_005391,483,2025-08-08 03:11:50.965902,West
SKU_005392,823,2025-08-07 12:11:50.965934,West
SKU_005393,460,2025-08-08 06:11:50.965967,South
SKU_005394,814,2025-08-08 03:11:50.966001,East
SKU_005395,437,2025-08-08 08:11:50.966037,South
SKU_005396,34,2025-08-07 13:11:50.966069,South
SKU_005397,87,2025-08-08 04:11:50.966102,West
SKU_005398,597,2025-08-07 11:11:50.966135,North
SKU_005399,0,2025-08-07 16:11:50.966167,West
SKU_005400,491,2025-08-08 11:11:50.966209,South
SKU_005401,875,2025-08-07 18:11:50.966242,West
SKU_005402,303,2025-08-07 17:11:50.966275,West
SKU_005403,462,2025-08-08 02:11:50.966308,East
SKU_005404,410,2025-08-08 03:11:50.966341,North
SKU_005405,965,2025-08-07 13:11:50.966375,West
SKU_005406,619,2025-08-08 04:11:50.966407,South
SKU_005407,967,2025-08-07 22:11:50.966439,East
SKU_005408,624,2025-08-08 04:11:50.966471,South
SKU_005409,908,2025-08-07 14:11:50.966514,East
SKU_005410,272,2025-08-08 03:11:50.966547,South
SKU_005411,80,2025-08-08 03:11:50.966579,Central
SKU_005412,69,2025-08-07 16:11:50.966612,Central
SKU_005413,409,2025-08-08 00:11:50.966645,East
SKU_005414,25,2025-08-08 11:11:50.966679,Central
SKU_005415,300,2025-08-08 04:11:50.966713,South
SKU_005416,795,2025-08-08 03:11:50.966748,Central
SKU_005417,934,2025-08-07 12:11:50.966786,Central
SKU_005418,29,2025-08-07 16:11:50.966828,South
SKU_005419,773,2025-08-07 19:11:50.966877,South
SKU_005420,0,2025-08-08 00:11:50.966910,West
SKU_005421,360,2025-08-07 23:11:50.966961,West
SKU_005422,700,2025-08-07 19:11:50.966995,East
SKU_005423,457,2025-08-08 03:11:50.967028,East
SKU_005424,25,2025-08-07 21:11:50.967061,Central
SKU_005425,394,2025-08-08 09:11:50.967109,Central
SKU_005426,606,2025-08-08 07:11:50.967148,West
SKU_005427,408,2025-08-08 03:11:50.967182,South
SKU_005428,593,2025-08-07 22:11:50.967216,Central
SKU_005429,578,2025-08-07 20:11:50.967249,North
SKU_005430,312,2025-08-07 14:11:50.967281,West
SKU_005431,926,2025-08-07 19:11:50.967314,South
SKU_005432,376,2025-08-07 11:11:50.967346,North
SKU_005433,497,2025-08-08 06:11:50.967379,Central
SKU_005434,0,2025-08-08 00:11:50.967417,North
SKU_005435,555,2025-08-08 03:11:50.967450,South
SKU_005436,976,2025-08-07 21:11:50.967483,West
SKU_005437,0,2025-08-08 04:11:50.967516,West
SKU_005438,744,2025-08-07 21:11:50.967549,East
SKU_005439,93,2025-08-08 07:11:50.967581,East
SKU_005440,166,2025-08-08 04:11:50.967614,West
SKU_005441,60,2025-08-08 00:11:50.967647,East
SKU_005442,0,2025-08-08 03:11:50.967679,West
SKU_005443,665,2025-08-07 23:11:50.967711,South
SKU_005444,7,2025-08-07 13:11:50.967744,North
SKU_005445,579,2025-08-08 06:11:50.967776,West
SKU_005446,691,2025-08-07 12:11:50.967807,Central
SKU_005447,930,2025-08-08 06:11:50.967839,Central
SKU_005448,615,2025-08-07 14:11:50.967871,South
SKU_005449,797,2025-08-07 14:11:50.967904,Central
SKU_005450,799,2025-08-08 06:11:50.967937,West
SKU_005451,334,2025-08-08 01:11:50.967969,Central
SKU_005452,60,2025-08-07 22:11:50.968002,South
SKU_005453,917,2025-08-07 18:11:50.968034,East
SKU_005454,408,2025-08-07 23:11:50.968066,Central
SKU_005455,20,2025-08-08 10:11:50.968098,North
SKU_005456,597,2025-08-08 08:11:50.968130,North
SKU_005457,253,2025-08-07 15:11:50.968163,South
SKU_005458,730,2025-08-07 11:11:50.968196,South
SKU_005459,820,2025-08-08 02:11:50.968229,West
SKU_005460,0,2025-08-08 00:11:50.968264,West
SKU_005461,55,2025-08-08 04:11:50.968299,Central
SKU_005462,487,2025-08-07 13:11:50.968334,North
SKU_005463,82,2025-08-07 18:11:50.968370,East
SKU_005464,915,2025-08-08 09:11:50.968408,North
SKU_005465,9,2025-08-08 07:11:50.968447,South
SKU_005466,319,2025-08-07 13:11:50.968479,Central
SKU_005467,887,2025-08-07 19:11:50.968512,West
SKU_005468,344,2025-08-08 04:11:50.968544,East
SKU_005469,309,2025-08-07 11:11:50.968595,West
SKU_005470,444,2025-08-07 15:11:50.968627,East
SKU_005471,238,2025-08-07 13:11:50.968661,North
SKU_005472,82,2025-08-07 16:11:50.968694,West
SKU_005473,148,2025-08-08 06:11:50.968726,Central
SKU_005474,214,2025-08-08 09:11:50.968759,Central
SKU_005475,178,2025-08-07 12:11:50.968791,West
SKU_005476,755,2025-08-07 13:11:50.968841,South
SKU_005477,243,2025-08-08 10:11:50.968873,South
SKU_005478,481,2025-08-08 06:11:50.968905,Central
SKU_005479,0,2025-08-07 12:11:50.968939,West
SKU_005480,992,2025-08-07 18:11:50.968972,Central
SKU_005481,815,2025-08-07 21:11:50.969006,Central
SKU_005482,546,2025-08-07 14:11:50.969045,Central
SKU_005483,662,2025-08-08 07:11:50.969079,North
SKU_005484,559,2025-08-08 11:11:50.969112,Central
SKU_005485,148,2025-08-07 14:11:50.969150,North
SKU_005486,474,2025-08-08 03:11:50.969199,East
SKU_005487,0,2025-08-07 14:11:50.969233,West
SKU_005488,725,2025-08-07 22:11:50.969265,North
SKU_005489,907,2025-08-07 17:11:50.969302,West
SKU_005490,0,2025-08-08 03:11:50.969335,Central
SKU_005491,317,2025-08-07 22:11:50.969368,South
SKU_005492,774,2025-08-07 17:11:50.969410,East
SKU_005493,606,2025-08-07 12:11:50.969442,West
SKU_005494,88,2025-08-07 17:11:50.969475,North
SKU_005495,1,2025-08-07 16:11:50.969509,South
SKU_005496,92,2025-08-07 11:11:50.969542,North
SKU_005497,254,2025-08-08 05:11:50.969575,Central
SKU_005498,580,2025-08-08 04:11:50.969623,East
SKU_005499,0,2025-08-08 09:11:50.969656,West
SKU_005500,997,2025-08-08 09:11:50.969689,South
SKU_005501,0,2025-08-07 12:11:50.969724,West
SKU_005502,193,2025-08-07 13:11:50.969768,North
SKU_005503,600,2025-08-08 07:11:50.969803,West
SKU_005504,730,2025-08-07 12:11:50.969866,North
SKU_005505,813,2025-08-07 14:11:50.969911,North
SKU_005506,981,2025-08-07 18:11:50.969945,Central
SKU_005507,84,2025-08-08 05:11:50.969988,West
SKU_005508,189,2025-08-07 19:11:50.970029,South
SKU_005509,810,2025-08-07 19:11:50.970068,West
SKU_005510,649,2025-08-08 05:11:50.970101,South
SKU_005511,793,2025-08-08 00:11:50.970138,Central
SKU_005512,909,2025-08-08 01:11:50.970196,South
SKU_005513,262,2025-08-07 14:11:50.970266,North
SKU_005514,32,2025-08-07 23:11:50.970329,South
SKU_005515,346,2025-08-08 04:11:50.970389,West
SKU_005516,309,2025-08-07 19:11:50.970444,South
SKU_005517,21,2025-08-08 08:11:50.970492,Central
SKU_005518,893,2025-08-07 21:11:50.970534,Central
SKU_005519,0,2025-08-07 22:11:50.970574,North
SKU_005520,823,2025-08-08 00:11:50.970615,South
SKU_005521,0,2025-08-08 06:11:50.970808,North
SKU_005522,51,2025-08-08 06:11:50.971169,West
SKU_005523,872,2025-08-08 00:11:50.971432,Central
SKU_005524,319,2025-08-08 02:11:50.971584,North
SKU_005525,713,2025-08-07 22:11:50.971632,West
SKU_005526,335,2025-08-08 07:11:50.971694,East
SKU_005527,57,2025-08-08 08:11:50.971732,East
SKU_005528,672,2025-08-07 16:11:50.971861,West
SKU_005529,586,2025-08-07 20:11:50.971900,South
SKU_005530,168,2025-08-07 21:11:50.971938,Central
SKU_005531,0,2025-08-07 23:11:50.971979,South
SKU_005532,808,2025-08-08 10:11:50.972021,North
SKU_005533,858,2025-08-08 02:11:50.972075,East
SKU_005534,61,2025-08-07 11:11:50.972113,South
SKU_005535,216,2025-08-07 20:11:50.972154,East
SKU_005536,602,2025-08-08 08:11:50.972193,East
SKU_005537,694,2025-08-08 02:11:50.972232,South
SKU_005538,418,2025-08-07 19:11:50.972269,East
SKU_005539,511,2025-08-07 23:11:50.972317,North
SKU_005540,971,2025-08-08 04:11:50.972366,West
SKU_005541,531,2025-08-07 21:11:50.972423,North
SKU_005542,470,2025-08-07 15:11:50.972461,East
SKU_005543,890,2025-08-07 14:11:50.972501,East
SKU_005544,795,2025-08-07 23:11:50.972551,South
SKU_005545,279,2025-08-08 07:11:50.972592,East
SKU_005546,373,2025-08-08 01:11:50.972631,West
SKU_005547,645,2025-08-07 20:11:50.972689,West
SKU_005548,757,2025-08-08 10:11:50.972729,West
SKU_005549,26,2025-08-08 10:11:50.972766,North
SKU_005550,562,2025-08-08 04:11:50.972804,Central
SKU_005551,392,2025-08-08 06:11:50.972850,Central
SKU_005552,164,2025-08-07 12:11:50.972905,East
SKU_005553,351,2025-08-07 18:11:50.972940,West
SKU_005554,136,2025-08-08 06:11:50.972975,Central
SKU_005555,345,2025-08-08 01:11:50.973010,West
SKU_005556,0,2025-08-07 21:11:50.973045,South
SKU_005557,656,2025-08-07 16:11:50.973082,East
SKU_005558,930,2025-08-08 00:11:50.973126,West
SKU_005559,599,2025-08-07 18:11:50.973166,South
SKU_005560,784,2025-08-07 13:11:50.973213,East
SKU_005561,714,2025-08-07 17:11:50.973249,Central
SKU_005562,525,2025-08-08 08:11:50.973285,South
SKU_005563,912,2025-08-08 11:11:50.973318,Central
SKU_005564,935,2025-08-08 07:11:50.973351,South
SKU_005565,353,2025-08-08 10:11:50.973384,East
SKU_005566,369,2025-08-07 14:11:50.973417,East
SKU_005567,615,2025-08-08 05:11:50.973468,West
SKU_005568,552,2025-08-08 06:11:50.973501,Central
SKU_005569,243,2025-08-07 11:11:50.973535,Central
SKU_005570,786,2025-08-07 12:11:50.973568,Central
SKU_005571,57,2025-08-08 01:11:50.973602,East
SKU_005572,0,2025-08-08 01:11:50.973636,East
SKU_005573,676,2025-08-08 10:11:50.973668,East
SKU_005574,162,2025-08-07 12:11:50.973703,West
SKU_005575,20,2025-08-07 17:11:50.973736,West
SKU_005576,372,2025-08-08 07:11:50.973770,South
SKU_005577,396,2025-08-07 11:11:50.973802,Central
SKU_005578,419,2025-08-08 03:11:50.973836,East
SKU_005579,787,2025-08-07 17:11:50.973868,East
SKU_005580,215,2025-08-07 13:11:50.973902,Central
SKU_005581,535,2025-08-07 11:11:50.973936,South
SKU_005582,254,2025-08-07 23:11:50.973969,South
SKU_005583,421,2025-08-07 18:11:50.974003,East
SKU_005584,346,2025-08-08 09:11:50.974037,East
SKU_005585,488,2025-08-08 04:11:50.974071,East
SKU_005586,995,2025-08-07 12:11:50.974111,East
SKU_005587,955,2025-08-07 15:11:50.974152,East
SKU_005588,278,2025-08-07 11:11:50.974201,South
SKU_005589,439,2025-08-08 00:11:50.974234,Central
SKU_005590,708,2025-08-08 06:11:50.974267,North
SKU_005591,0,2025-08-07 11:11:50.974461,South
SKU_005592,964,2025-08-08 10:11:50.974519,Central
SKU_005593,0,2025-08-08 03:11:50.974571,Central
SKU_005594,952,2025-08-07 23:11:50.974607,Central
SKU_005595,137,2025-08-07 13:11:50.974640,Central
SKU_005596,779,2025-08-07 12:11:50.974675,South
SKU_005597,770,2025-08-07 21:11:50.974721,Central
SKU_005598,419,2025-08-07 11:11:50.974765,East
SKU_005599,439,2025-08-07 21:11:50.974798,Central
SKU_005600,724,2025-08-07 19:11:50.974831,North
SKU_005601,111,2025-08-08 00:11:50.974871,East
SKU_005602,272,2025-08-07 14:11:50.974929,South
SKU_005603,697,2025-08-08 11:11:50.974977,West
SKU_005604,582,2025-08-08 00:11:50.975014,West
SKU_005605,16,2025-08-07 14:11:50.975049,North
SKU_005606,923,2025-08-07 17:11:50.975083,North
SKU_005607,319,2025-08-07 19:11:50.975123,North
SKU_005608,0,2025-08-08 02:11:50.975158,Central
SKU_005609,887,2025-08-07 18:11:50.975191,East
SKU_005610,807,2025-08-07 12:11:50.975227,East
SKU_005611,776,2025-08-07 20:11:50.975260,North
SKU_005612,782,2025-08-07 22:11:50.975293,West
SKU_005613,351,2025-08-08 11:11:50.975327,West
SKU_005614,650,2025-08-08 00:11:50.975359,North
SKU_005615,267,2025-08-07 19:11:50.975392,East
SKU_005616,694,2025-08-07 20:11:50.975429,Central
SKU_005617,553,2025-08-07 11:11:50.975461,Central
SKU_005618,767,2025-08-07 18:11:50.975495,West
SKU_005619,175,2025-08-07 13:11:50.975527,Central
SKU_005620,674,2025-08-08 10:11:50.975559,South
SKU_005621,247,2025-08-07 15:11:50.975595,North
SKU_005622,288,2025-08-07 14:11:50.975627,Central
SKU_005623,482,2025-08-08 04:11:50.975659,South
SKU_005624,869,2025-08-07 22:11:50.975691,South
SKU_005625,0,2025-08-07 14:11:50.975726,North
SKU_005626,25,2025-08-08 04:11:50.975760,Central
SKU_005627,669,2025-08-08 09:11:50.975794,West
SKU_005628,15,2025-08-08 08:11:50.975843,West
SKU_005629,243,2025-08-08 01:11:50.975876,Central
SKU_005630,827,2025-08-07 17:11:50.975912,North
SKU_005631,634,2025-08-08 09:11:50.975945,South
SKU_005632,445,2025-08-08 11:11:50.975977,South
SKU_005633,821,2025-08-07 14:11:50.976009,West
SKU_005634,201,2025-08-07 19:11:50.976041,East
SKU_005635,0,2025-08-07 19:11:50.976143,East
SKU_005636,0,2025-08-08 11:11:50.976178,North
SKU_005637,21,2025-08-08 09:11:50.976213,North
SKU_005638,358,2025-08-08 06:11:50.976247,West
SKU_005639,190,2025-08-08 03:11:50.976297,North
SKU_005640,670,2025-08-08 03:11:50.976335,Central
SKU_005641,47,2025-08-08 08:11:50.976395,West
SKU_005642,10,2025-08-08 06:11:50.976452,Central
SKU_005643,694,2025-08-07 20:11:50.976494,South
SKU_005644,303,2025-08-07 14:11:50.976533,Central
SKU_005645,0,2025-08-08 04:11:50.976568,East
SKU_005646,496,2025-08-07 20:11:50.976602,North
SKU_005647,98,2025-08-07 14:11:50.976636,South
SKU_005648,572,2025-08-08 05:11:50.976669,East
SKU_005649,439,2025-08-08 11:11:50.976702,North
SKU_005650,811,2025-08-08 01:11:50.976735,North
SKU_005651,0,2025-08-08 10:11:50.976770,Central
SKU_005652,211,2025-08-08 05:11:50.976805,Central
SKU_005653,609,2025-08-07 18:11:50.976851,East
SKU_005654,659,2025-08-07 20:11:50.976884,North
SKU_005655,481,2025-08-08 05:11:50.976917,Central
SKU_005656,661,2025-08-08 04:11:50.976949,West
SKU_005657,179,2025-08-07 20:11:50.976982,South
SKU_005658,738,2025-08-08 05:11:50.977015,North
SKU_005659,0,2025-08-07 12:11:50.977048,East
SKU_005660,912,2025-08-08 04:11:50.977081,Central
SKU_005661,737,2025-08-08 03:11:50.977121,Central
SKU_005662,754,2025-08-08 10:11:50.977156,Central
SKU_005663,105,2025-08-08 04:11:50.977190,West
SKU_005664,739,2025-08-07 12:11:50.977223,South
SKU_005665,505,2025-08-07 18:11:50.977256,South
SKU_005666,10,2025-08-08 00:11:50.977290,East
SKU_005667,168,2025-08-07 22:11:50.977324,South
SKU_005668,279,2025-08-07 12:11:50.977361,North
SKU_005669,241,2025-08-07 15:11:50.977394,North
SKU_005670,962,2025-08-08 10:11:50.977428,Central
SKU_005671,994,2025-08-08 09:11:50.977461,North
SKU_005672,905,2025-08-07 14:11:50.977494,East
SKU_005673,262,2025-08-07 15:11:50.977527,Central
SKU_005674,921,2025-08-07 20:11:50.977560,North
SKU_005675,315,2025-08-08 03:11:50.977593,West
SKU_005676,0,2025-08-07 19:11:50.977636,Central
SKU_005677,0,2025-08-07 12:11:50.977670,East
SKU_005678,372,2025-08-08 09:11:50.977719,Central
SKU_005679,467,2025-08-08 05:11:50.977752,Central
SKU_005680,616,2025-08-07 11:11:50.977785,West
SKU_005681,116,2025-08-08 02:11:50.977817,Central
SKU_005682,145,2025-08-08 01:11:50.977850,East
SKU_005683,467,2025-08-08 11:11:50.977882,South
SKU_005684,630,2025-08-07 14:11:50.977914,South
SKU_005685,418,2025-08-07 11:11:50.977946,North
SKU_005686,861,2025-08-07 23:11:50.977979,North
SKU_005687,26,2025-08-07 18:11:50.978011,North
SKU_005688,796,2025-08-07 11:11:50.978056,East
SKU_005689,118,2025-08-07 14:11:50.978089,West
SKU_005690,969,2025-08-08 00:11:50.978122,West
SKU_005691,843,2025-08-08 02:11:50.978154,South
SKU_005692,683,2025-08-08 05:11:50.978188,Central
SKU_005693,795,2025-08-07 23:11:50.978221,South
SKU_005694,385,2025-08-07 17:11:50.978255,South
SKU_005695,69,2025-08-07 17:11:50.978287,East
SKU_005696,403,2025-08-08 09:11:50.978321,East
SKU_005697,383,2025-08-07 13:11:50.978353,East
SKU_005698,34,2025-08-07 14:11:50.978386,East
SKU_005699,590,2025-08-08 02:11:50.978419,North
SKU_005700,491,2025-08-07 15:11:50.978452,East
SKU_005701,187,2025-08-07 15:11:50.978485,South
SKU_005702,181,2025-08-08 10:11:50.978518,West
SKU_005703,762,2025-08-08 06:11:50.978551,West
SKU_005704,535,2025-08-07 14:11:50.978585,East
SKU_005705,19,2025-08-07 16:11:50.978618,West
SKU_005706,690,2025-08-08 09:11:50.978650,South
SKU_005707,626,2025-08-08 08:11:50.978683,West
SKU_005708,289,2025-08-07 18:11:50.978716,South
SKU_005709,0,2025-08-07 12:11:50.978749,South
SKU_005710,427,2025-08-07 11:11:50.978784,South
SKU_005711,0,2025-08-08 01:11:50.978817,East
SKU_005712,491,2025-08-08 01:11:50.978850,East
SKU_005713,91,2025-08-07 19:11:50.978882,Central
SKU_005714,83,2025-08-07 16:11:50.978915,North
SKU_005715,145,2025-08-08 00:11:50.978947,South
SKU_005716,386,2025-08-08 06:11:50.978980,East
SKU_005717,115,2025-08-08 11:11:50.979013,Central
SKU_005718,911,2025-08-08 01:11:50.979045,North
SKU_005719,975,2025-08-08 10:11:50.979078,Central
SKU_005720,351,2025-08-07 18:11:50.979110,South
SKU_005721,767,2025-08-08 01:11:50.979149,North
SKU_005722,550,2025-08-08 11:11:50.979183,North
SKU_005723,128,2025-08-08 11:11:50.979216,South
SKU_005724,868,2025-08-07 17:11:50.979249,East
SKU_005725,433,2025-08-08 00:11:50.979282,North
SKU_005726,802,2025-08-08 10:11:50.979315,Central
SKU_005727,495,2025-08-08 01:11:50.979348,North
SKU_005728,208,2025-08-07 12:11:50.979380,West
SKU_005729,457,2025-08-07 13:11:50.979412,West
SKU_005730,963,2025-08-07 18:11:50.979445,South
SKU_005731,644,2025-08-07 11:11:50.979477,North
SKU_005732,602,2025-08-07 13:11:50.979510,South
SKU_005733,943,2025-08-08 11:11:50.979542,West
SKU_005734,489,2025-08-08 00:11:50.979574,North
SKU_005735,912,2025-08-08 09:11:50.979606,Central
SKU_005736,522,2025-08-08 11:11:50.979639,Central
SKU_005737,260,2025-08-07 19:11:50.979671,East
SKU_005738,947,2025-08-07 22:11:50.979704,South
SKU_005739,126,2025-08-08 01:11:50.979736,South
SKU_005740,675,2025-08-08 08:11:50.979769,East
SKU_005741,978,2025-08-07 20:11:50.979802,West
SKU_005742,242,2025-08-08 03:11:50.979835,West
SKU_005743,457,2025-08-08 00:11:50.979868,South
SKU_005744,435,2025-08-07 22:11:50.979901,Central
SKU_005745,355,2025-08-08 09:11:50.979933,East
SKU_005746,54,2025-08-07 21:11:50.979965,West
SKU_005747,756,2025-08-07 12:11:50.979997,South
SKU_005748,305,2025-08-07 17:11:50.980030,South
SKU_005749,135,2025-08-08 09:11:50.980063,Central
SKU_005750,96,2025-08-08 11:11:50.980096,West
SKU_005751,874,2025-08-08 10:11:50.980129,East
SKU_005752,718,2025-08-08 11:11:50.980161,Central
SKU_005753,450,2025-08-07 23:11:50.980195,West
SKU_005754,407,2025-08-08 05:11:50.980228,West
SKU_005755,0,2025-08-07 17:11:50.980262,Central
SKU_005756,69,2025-08-07 11:11:50.980296,West
SKU_005757,0,2025-08-08 06:11:50.980329,South
SKU_005758,781,2025-08-07 14:11:50.980362,Central
SKU_005759,0,2025-08-07 23:11:50.980398,West
SKU_005760,598,2025-08-07 15:11:50.980437,North
SKU_005761,224,2025-08-08 11:11:50.980513,South
SKU_005762,222,2025-08-08 02:11:50.980554,North
SKU_005763,904,2025-08-08 06:11:50.980593,West
SKU_005764,529,2025-08-07 23:11:50.980626,Central
SKU_005765,0,2025-08-07 17:11:50.980659,East
SKU_005766,819,2025-08-08 05:11:50.980693,South
SKU_005767,868,2025-08-08 01:11:50.980729,South
SKU_005768,850,2025-08-08 09:11:50.980763,Central
SKU_005769,3,2025-08-07 13:11:50.980799,North
SKU_005770,582,2025-08-08 06:11:50.980834,West
SKU_005771,152,2025-08-07 11:11:50.981037,North
SKU_005772,132,2025-08-07 11:11:50.981164,West
SKU_005773,338,2025-08-08 08:11:50.981291,South
SKU_005774,49,2025-08-07 11:11:50.981369,North
SKU_005775,967,2025-08-07 22:11:50.981432,Central
SKU_005776,239,2025-08-08 07:11:50.981495,East
SKU_005777,626,2025-08-08 01:11:50.981563,North
SKU_005778,35,2025-08-07 23:11:50.981617,East
SKU_005779,597,2025-08-08 00:11:50.981672,Central
SKU_005780,613,2025-08-07 21:11:50.981738,West
SKU_005781,369,2025-08-07 12:11:50.981812,East
SKU_005782,0,2025-08-08 08:11:50.981869,Central
SKU_005783,889,2025-08-08 04:11:50.981921,Central
SKU_005784,221,2025-08-08 08:11:50.982004,South
SKU_005785,746,2025-08-08 05:11:50.982094,Central
SKU_005786,150,2025-08-08 10:11:50.982155,Central
SKU_005787,734,2025-08-07 15:11:50.982217,West
SKU_005788,620,2025-08-07 15:11:50.982301,South
SKU_005789,737,2025-08-07 18:11:50.982372,South
SKU_005790,600,2025-08-08 10:11:50.982454,West
SKU_005791,487,2025-08-07 21:11:50.982519,West
SKU_005792,484,2025-08-08 04:11:50.982594,Central
SKU_005793,120,2025-08-07 18:11:50.982661,Central
SKU_005794,314,2025-08-08 03:11:50.982729,North
SKU_005795,224,2025-08-07 19:11:50.982793,East
SKU_005796,17,2025-08-07 21:11:50.982855,South
SKU_005797,578,2025-08-08 02:11:50.982937,Central
SKU_005798,999,2025-08-07 23:11:50.983010,East
SKU_005799,35,2025-08-08 08:11:50.983106,East
SKU_005800,196,2025-08-08 01:11:50.983172,Central
SKU_005801,13,2025-08-07 21:11:50.983231,North
SKU_005802,993,2025-08-08 08:11:50.983310,East
SKU_005803,160,2025-08-08 01:11:50.983369,East
SKU_005804,976,2025-08-07 15:11:50.983426,East
SKU_005805,332,2025-08-07 20:11:50.983484,North
SKU_005806,924,2025-08-08 10:11:50.983545,East
SKU_005807,705,2025-08-08 05:11:50.983613,Central
SKU_005808,20,2025-08-07 20:11:50.983672,East
SKU_005809,626,2025-08-07 12:11:50.983729,Central
SKU_005810,455,2025-08-07 16:11:50.983787,South
SKU_005811,740,2025-08-07 16:11:50.983843,South
SKU_005812,0,2025-08-08 08:11:50.983896,South
SKU_005813,212,2025-08-07 12:11:50.983946,South
SKU_005814,858,2025-08-07 20:11:50.983996,South
SKU_005815,707,2025-08-08 00:11:50.984044,South
SKU_005816,525,2025-08-08 00:11:50.984093,South
SKU_005817,347,2025-08-07 11:11:50.984142,North
SKU_005818,0,2025-08-08 04:11:50.984241,East
SKU_005819,970,2025-08-07 13:11:50.984429,Central
SKU_005820,109,2025-08-08 00:11:50.984504,West
SKU_005821,209,2025-08-07 13:11:50.984631,North
SKU_005822,0,2025-08-07 19:11:50.984767,South
SKU_005823,773,2025-08-07 15:11:50.985001,North
SKU_005824,903,2025-08-08 10:11:50.985114,Central
SKU_005825,0,2025-08-08 08:11:50.985189,South
SKU_005826,808,2025-08-08 00:11:50.985256,North
SKU_005827,669,2025-08-07 15:11:50.985313,Central
SKU_005828,562,2025-08-08 11:11:50.985355,West
SKU_005829,0,2025-08-08 08:11:50.985394,Central
SKU_005830,761,2025-08-08 04:11:50.985458,West
SKU_005831,0,2025-08-07 20:11:50.985525,East
SKU_005832,797,2025-08-07 22:11:50.985593,East
SKU_005833,595,2025-08-08 05:11:50.985659,East
SKU_005834,0,2025-08-07 15:11:50.985733,West
SKU_005835,570,2025-08-08 09:11:50.985799,South
SKU_005836,0,2025-08-07 23:11:50.985912,East
SKU_005837,563,2025-08-08 06:11:50.986127,North
SKU_005838,314,2025-08-08 01:11:50.986183,East
SKU_005839,80,2025-08-08 10:11:50.986235,North
SKU_005840,774,2025-08-07 23:11:50.986287,North
SKU_005841,994,2025-08-07 12:11:50.986369,South
SKU_005842,554,2025-08-08 09:11:50.986424,South
SKU_005843,0,2025-08-08 06:11:50.986477,North
SKU_005844,766,2025-08-07 23:11:50.986537,South
SKU_005845,967,2025-08-07 11:11:50.986599,South
SKU_005846,0,2025-08-08 00:11:50.986663,North
SKU_005847,944,2025-08-08 04:11:50.986757,West
SKU_005848,886,2025-08-08 02:11:50.986856,Central
SKU_005849,723,2025-08-08 08:11:50.986916,Central
SKU_005850,106,2025-08-08 10:11:50.986974,East
SKU_005851,0,2025-08-08 03:11:50.987038,South
SKU_005852,202,2025-08-08 02:11:50.987108,Central
SKU_005853,53,2025-08-08 07:11:50.987179,South
SKU_005854,916,2025-08-07 19:11:50.987234,West
SKU_005855,699,2025-08-08 05:11:50.987289,East
SKU_005856,852,2025-08-08 04:11:50.987355,South
SKU_005857,0,2025-08-08 00:11:50.987413,Central
SKU_005858,352,2025-08-07 15:11:50.987467,West
SKU_005859,363,2025-08-08 05:11:50.987538,North
SKU_005860,740,2025-08-08 02:11:50.987595,South
SKU_005861,833,2025-08-07 19:11:50.987664,East
